rating_id,user_id,place_id,rating_place,rating_food,rating_service,user_personal_traits,user_personality,user_preferences,user_other_demographics,user_fav_cuisines,user_fav_payment_method
69,1108,135085,1,2,1,"{birth_year: 1983, weight: 76, height: 1.81, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafe-Coffee_Shop', 'Sushi', 'Latin_American', 'Deli-Sandwiches', 'Mexican', 'Hot_Dogs', 'American', 'Fast_Food', 'Burgers', 'Asian', 'Pizzeria', 'Chinese', 'Dessert-Ice_Cream', 'Cafeteria', 'Japanese', 'Game', 'Family', 'Seafood'}","{'VISA', 'cash', 'MasterCard-Eurocard'}"
70,1108,135032,2,1,2,"{birth_year: 1983, weight: 76, height: 1.81, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafe-Coffee_Shop', 'Sushi', 'Latin_American', 'Deli-Sandwiches', 'Mexican', 'Hot_Dogs', 'American', 'Fast_Food', 'Burgers', 'Asian', 'Pizzeria', 'Chinese', 'Dessert-Ice_Cream', 'Cafeteria', 'Japanese', 'Game', 'Family', 'Seafood'}","{'VISA', 'cash', 'MasterCard-Eurocard'}"
71,1108,135086,1,1,0,"{birth_year: 1983, weight: 76, height: 1.81, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafe-Coffee_Shop', 'Sushi', 'Latin_American', 'Deli-Sandwiches', 'Mexican', 'Hot_Dogs', 'American', 'Fast_Food', 'Burgers', 'Asian', 'Pizzeria', 'Chinese', 'Dessert-Ice_Cream', 'Cafeteria', 'Japanese', 'Game', 'Family', 'Seafood'}","{'VISA', 'cash', 'MasterCard-Eurocard'}"
72,1108,132723,2,2,2,"{birth_year: 1983, weight: 76, height: 1.81, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafe-Coffee_Shop', 'Sushi', 'Latin_American', 'Deli-Sandwiches', 'Mexican', 'Hot_Dogs', 'American', 'Fast_Food', 'Burgers', 'Asian', 'Pizzeria', 'Chinese', 'Dessert-Ice_Cream', 'Cafeteria', 'Japanese', 'Game', 'Family', 'Seafood'}","{'VISA', 'cash', 'MasterCard-Eurocard'}"
73,1108,135046,1,2,1,"{birth_year: 1983, weight: 76, height: 1.81, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafe-Coffee_Shop', 'Sushi', 'Latin_American', 'Deli-Sandwiches', 'Mexican', 'Hot_Dogs', 'American', 'Fast_Food', 'Burgers', 'Asian', 'Pizzeria', 'Chinese', 'Dessert-Ice_Cream', 'Cafeteria', 'Japanese', 'Game', 'Family', 'Seafood'}","{'VISA', 'cash', 'MasterCard-Eurocard'}"
74,1108,135058,1,1,1,"{birth_year: 1983, weight: 76, height: 1.81, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'abstemious'}","{budget: 'medium', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}","{'Cafe-Coffee_Shop', 'Sushi', 'Latin_American', 'Deli-Sandwiches', 'Mexican', 'Hot_Dogs', 'American', 'Fast_Food', 'Burgers', 'Asian', 'Pizzeria', 'Chinese', 'Dessert-Ice_Cream', 'Cafeteria', 'Japanese', 'Game', 'Family', 'Seafood'}","{'VISA', 'cash', 'MasterCard-Eurocard'}"
75,1012,135001,1,1,2,"{birth_year: 1988, weight: 98, height: 1.84, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Latin_American'},"{'cash', 'bank_debit_cards'}"
76,1012,134983,2,2,2,"{birth_year: 1988, weight: 98, height: 1.84, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Latin_American'},"{'cash', 'bank_debit_cards'}"
77,1012,134996,2,2,2,"{birth_year: 1988, weight: 98, height: 1.84, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Latin_American'},"{'cash', 'bank_debit_cards'}"
78,1093,135019,2,2,2,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
79,1093,134996,2,2,2,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
80,1093,135001,2,2,2,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
81,1093,134976,2,2,1,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
82,1093,134999,2,2,2,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
83,1030,135018,2,2,2,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
84,1093,135013,2,2,1,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
85,1030,134986,2,2,2,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
86,1012,134986,2,2,2,"{birth_year: 1988, weight: 98, height: 1.84, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Latin_American'},"{'cash', 'bank_debit_cards'}"
87,1012,135018,2,2,2,"{birth_year: 1988, weight: 98, height: 1.84, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'hard-worker', fav_color: 'red', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Latin_American'},"{'cash', 'bank_debit_cards'}"
88,1030,135088,1,0,1,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
89,1093,132767,2,2,2,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
90,1030,135016,0,0,0,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
91,1093,135011,1,1,0,"{birth_year: 1990, weight: 80, height: 1.67, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'thrifty-protector', fav_color: 'blue', drink_level: 'casual drinker'}","{budget: 'medium', smoker: TRUE, dress_preference: 'no preference', ambience: 'family', transport: 'car owner'}","{religion: 'Catholic', employment: 'student'}",{'Japanese'},"{'American_Express', 'VISA'}"
92,1030,132767,0,0,0,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
93,1030,135019,0,0,0,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
94,1030,135109,0,0,0,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
95,1030,134996,0,0,0,"{birth_year: 1991, weight: 64, height: 1.75, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'on foot'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
96,1066,135011,1,2,2,"{birth_year: 1986, weight: 45, height: 1.45, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards'}"
97,1066,134999,1,1,1,"{birth_year: 1986, weight: 45, height: 1.45, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards'}"
98,1127,134975,2,2,2,"{birth_year: 1992, weight: 65, height: 1.76, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
99,1127,135021,2,1,1,"{birth_year: 1992, weight: 65, height: 1.76, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
100,1127,134987,2,0,2,"{birth_year: 1992, weight: 65, height: 1.76, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
101,1127,134996,2,2,2,"{birth_year: 1992, weight: 65, height: 1.76, marital_status: 'single'}","{interest: 'variety', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'no preference', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},{'cash'}
102,1017,132768,1,1,1,"{birth_year: 1991, weight: 79, height: 1.79, marital_status: 'single'}","{interest: 'retro', type_of_worker: 'hunter-ostentatious', fav_color: 'orange', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'none', employment: 'professional'}",{'Chinese'},"{'cash', 'VISA'}"
103,1066,135019,2,1,0,"{birth_year: 1986, weight: 45, height: 1.45, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards'}"
104,1017,134975,2,1,1,"{birth_year: 1991, weight: 79, height: 1.79, marital_status: 'single'}","{interest: 'retro', type_of_worker: 'hunter-ostentatious', fav_color: 'orange', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'none', employment: 'professional'}",{'Chinese'},"{'cash', 'VISA'}"
105,1017,134983,0,0,1,"{birth_year: 1991, weight: 79, height: 1.79, marital_status: 'single'}","{interest: 'retro', type_of_worker: 'hunter-ostentatious', fav_color: 'orange', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'family', transport: 'public'}","{religion: 'none', employment: 'professional'}",{'Chinese'},"{'cash', 'VISA'}"
106,1066,132767,1,2,1,"{birth_year: 1986, weight: 45, height: 1.45, marital_status: 'single'}","{interest: 'technology', type_of_worker: 'thrifty-protector', fav_color: 'green', drink_level: 'abstemious'}","{budget: 'low', smoker: FALSE, dress_preference: 'informal', ambience: 'solitary', transport: 'public'}","{religion: 'Catholic', employment: 'student'}",{'Mexican'},"{'cash', 'bank_debit_cards'}"
107,1100,135021,2,1,0,"{birth_year: 1990, weight: 40, height: 1.65, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
108,1100,134996,2,1,1,"{birth_year: 1990, weight: 40, height: 1.65, marital_status: 'single'}","{interest: 'eco-friendly', type_of_worker: 'hard-worker', fav_color: 'black', drink_level: 'casual drinker'}","{budget: 'medium', smoker: FALSE, dress_preference: 'formal', ambience: 'friends', transport: 'public'}","{religion: 'Christian', employment: 'student'}",{'Mexican'},{'cash'}
